Order,part number,total amount
1037560,WYA-00141,1512.0
1037560,WYA-00144,336.0
1037560,WYA-00146,840.0
1037560,WYA-00147,3024.0
1037560,WYA-00148,2688.0
1037560,WYA-00442,1008.0
1037560,WYA-00443,336.0
1037560,WYA-00454,504.0
1037560,WYA-00615,168.0
1037560,WYA-00711,1008.0
1037560,WYA-00715,672.0
1037560,XK7-00002,168.0
1037572,BFB-00047,504.0
1037572,BFB-00090,504.0
1037572,CAH-00109,252.0
1037572,CAV-00004,252.0
1037572,CFM-00165,252.0
1037572,CHW-00058,1764.0
1037572,CHW-00098,1764.0
1037572,CMO-00333,252.0
1037572,CS23-00196,252.0
1037572,DD2-00049,252.0
1037572,DDI-00018,1008.0
1037572,DN4-00044,3780.0
1037572,DOZ-00034,252.0
1037572,DOZ-00035,252.0
1037572,DOZ-00105,252.0
1037572,DPH-00014,1512.0
1037572,DPH-00135,252.0
1037572,DPH-00216,252.0
1037572,DSG-00065,252.0
1037572,DSG-00066,252.0
1037572,DVH-00065,252.0
1037572,DVH-00083,252.0
1037572,DVH-00094,252.0
1037572,DVH-00213,252.0
1037572,DVH-00246,252.0
1037572,FBO-00059,252.0
1037572,FWO-00135,252.0
1037572,HULP-00782,252.0
1037572,IA6-00150,252.0
1037572,III-00035,252.0
1037572,ILT-00046,252.0
1037572,IMX-00108,252.0
1037572,IMX-00363,252.0
1037572,IN4-00124,504.0
1037572,INS-00077,252.0
1037572,IOZ-00083,252.0
1037572,IOZ-00166,252.0
1037572,ISG-00011,252.0
1037572,ISG-00756,252.0
1037572,ITI-00441,756.0
1037572,ITI-00494,252.0
1037572,ITI-01077,252.0
1037572,IVH-00033,252.0
1037572,JLK-00015,252.0
1037572,JZZ-01661,63.0
1037572,KAX-00223,1512.0
1037572,KKT-00125,504.0
1037572,KKT-00284,1008.0
1037572,KKT-00287,504.0
1037572,KMU-00103,2520.0
1037572,KPA-00153,252.0
1037572,KPA-00236,504.0
1037572,KVH-00053,1764.0
1037572,KVH-00144,1512.0
1037572,KVH-00201,1260.0
1037572,KVH-00449,1260.0
1037572,KVH-00460,252.0
1037572,KYA-00004,10332.0
1037572,KYA-00005,1008.0
1037572,LO1-00071,1008.0
1037572,LO1-00072,756.0
1037572,LO1-00073,252.0
1037572,OFD-00008,504.0
1037572,PZZ-03133,252.0
1037572,TVH-00078,756.0
1037572,UZZ-00469,504.0
1037572,UZZ-01066,252.0
1037572,VLF-00018,504.0
1037572,WAP-00091,252.0
1037572,WBO-00037,504.0
1037572,WBO-00400,252.0
1037572,WP7-00118,1260.0
1037572,WPA-00163,2016.0
1037572,WPA-00165,252.0
1037572,WPA-00166,252.0
1037572,WPA-00170,504.0
1037572,WPA-00193,756.0
1037572,WPA-00194,252.0
1037572,WPA-00198,252.0
1037572,WPH-00222,504.0
1037572,WPH-00354,1764.0
1037572,WPH-00355,2016.0
1037572,WPH-00356,2016.0
1037572,WPH-00375,504.0
1037572,WPH-00398,1764.0
1037572,WPH-00408,252.0
1037572,WPH-00414,1008.0
1037572,WPH-00435,504.0
1037572,WPH-00444,504.0
1037572,WPH-00973,252.0
1037572,WPH-01267,252.0
1037572,WPH-01403,252.0
1037572,WPH-01439,756.0
1037572,WPH-01516,756.0
1037572,WPH-01521,504.0
1037572,WRX-00030,252.0
1037572,WVH-00041,504.0
1037572,WVH-00114,2268.0
1037572,WVH-00144,504.0
1037572,WVH-00975,252.0
1037572,WVH-00977,756.0
1037572,WVH-01125,252.0
1037572,WYA-00029,1260.0
1037572,WYA-00080,252.0
1037572,WYA-00458,252.0
1037572,WYA-00459,252.0
1037572,WYA-00460,252.0
1037572,XA32-00032,252.0
1037572,ZBO-00035,504.0
1037572,ZBO-00062,252.0
1037572,ZLF-00172,252.0
1037582,BZZ-00941,2700.0
1037582,CR2-00007,300.0
1037582,CZZ-00219,300.0
1037582,DN4-00052,1800.0
1037582,DPH-00054,300.0
1037582,DPH-00063,300.0
1037582,FCQ-00108,600.0
1037582,FCQ-00109,300.0
1037582,FCQ-00110,300.0
1037582,FCQ-00111,300.0
1037582,FCQ-00112,300.0
1037582,FM5-00004,600.0
1037582,FM5-00005,600.0
1037582,FMU-00072,2100.0
1037582,FMU-00220,1200.0
1037582,FS50-00007,300.0
1037582,HULP-01197,0.3
1037582,IM5-00004,300.0
1037582,IR14-00004,300.0
1037582,ISG-00744,300.0
1037582,ITI-00636,300.0
1037582,ITI-01060,300.0
1037582,ITI-01061,300.0
1037582,ITI-01062,300.0
1037582,JZZ-01435,300.0
1037582,JZZ-01436,300.0
1037582,JZZ-01661,600.0
1037582,KAX-00427,1500.0
1037582,KMU-00294,6000.0
1037582,KPH-00658,300.0
1037582,KS21-00002,1500.0
1037582,KS21-00042,3600.0
1037582,KVH-00116,300.0
1037582,KVH-00201,5100.0
1037582,KVH-00381,1800.0
1037582,KVH-00382,300.0
1037582,KVH-00384,300.0
1037582,KVH-00401,600.0
1037582,KVH-00402,300.0
1037582,KVH-00403,600.0
1037582,KVH-00405,0.0
1037582,KVH-00407,300.0
1037582,KVH-00408,300.0
1037582,KVH-00409,300.0
1037582,KVH-00410,300.0
1037582,KVH-00414,300.0
1037582,KVH-00482,300.0
1037582,KYA-00004,1500.0
1037582,LWU-00008,600.0
1037582,LWU-00011,300.0
1037582,LWU-00012,300.0
1037582,NZZ-00054,0.0
1037582,PZZ-02892,300.0
1037582,SA22-00024,600.0
1037582,WPH-00414,300.0
1037582,WPH-00489,900.0
1037582,WVH-00028,300.0
1037582,WVH-00087,300.0
1037582,WVH-00599,1200.0
1037582,WVH-00602,2100.0
1037582,WVH-00847,300.0
1037582,WVH-00892,300.0
1037582,WVH-00913,300.0
1037582,WVH-00914,300.0
1037582,WVH-00927,300.0
1037582,WVH-00955,300.0
1037582,WVH-00961,300.0
1037582,WVH-00963,300.0
1037582,WVH-00965,300.0
1037582,XJU-00082,300.0
1037588,AR5-00012,450.0
1037588,AR5-00013,450.0
1037588,BZZ-01081,1350.0
1037588,CFI-00055,450.0
1037588,CFM-00158,450.0
1037588,CHW-00058,900.0
1037588,CMO-00453,169.0
1037588,CMO-00454,135.0
1037588,CPT-00071,282.0
1037588,CPT-00072,316.0
1037588,CPY-00001,50.0
1037588,CWO-00026,450.0
1037588,CWO-00028,900.0
1037588,CWO-00030,450.0
1037588,DFD-00006,450.0
1037588,DN4-00034,450.0
1037588,DPH-00242,450.0
1037588,DVH-00055,450.0
1037588,FE13-00017,1350.0
1037588,FE13-00019,450.0
1037588,FWO-00011,1350.0
1037588,FWO-00030,900.0
1037588,HPJ-00008,450.0
1037588,IA6-00113,450.0
1037588,IA6-00154,450.0
1037588,II6-00014,900.0
1037588,IMK-00013,450.0
1037588,IMX-00178,450.0
1037588,IMX-00292,450.0
1037588,INS-00360,450.0
1037588,IOZ-00023,450.0
1037588,IOZ-00101,900.0
1037588,IS57-00013,450.0
1037588,ITI-00694,450.0
1037588,ITI-00700,450.0
1037588,ITI-00701,450.0
1037588,JLK-00016,450.0
1037588,KAX-00177,450.0
1037588,KAX-00320,1350.0
1037588,KKT-00032,1800.0
1037588,KKT-00083,1350.0
1037588,KKT-00138,900.0
1037588,KKT-00178,900.0
1037588,KMU-00160,27900.0
1037588,KMU-00168,1350.0
1037588,KP7-00030,1800.0
1037588,KPA-00079,2250.0
1037588,KPA-00154,900.0
1037588,KPA-00156,450.0
1037588,KPA-00236,450.0
1037588,KPH-00467,900.0
1037588,KSM-00008,2700.0
1037588,KSM-00021,0.0
1037588,KTV-00002,900.0
1037588,KYA-00005,2250.0
1037588,KYA-00007,900.0
1037588,KYA-00008,450.0
1037588,LKI-00066,1350.0
1037588,LKI-00067,450.0
1037588,LKI-00158,0.0
1037588,OFD-00017,1350.0
1037588,PZZ-02841,450.0
1037588,RAP-00034,450.0
1037588,SCK-00037,900.0
1037588,TD2-00041,568.0
1037588,TIR-00063,332.0
1037588,TPH-00002,2700.0
1037588,UZZ-01098,450.0
1037588,WM8-00091,302.0
1037588,WP7-00040,1800.0
1037588,WP7-00145,900.0
1037588,WPH-00329,1350.0
1037588,WPH-00354,6750.0
1037588,WPH-00356,1350.0
1037588,WPH-00359,900.0
1037588,WPH-00372,900.0
1037588,WPH-00414,900.0
1037588,WPH-00438,3150.0
1037588,WPH-00441,450.0
1037588,WPH-00458,450.0
1037588,WPH-00997,900.0
1037588,WPH-01449,450.0
1037588,WVH-00014,1350.0
1037588,WVH-00030,1800.0
1037588,WVH-00039,900.0
1037588,WVH-00042,2250.0
1037588,WVH-00044,3600.0
1037588,WVH-00114,2700.0
1037588,WVH-00170,450.0
1037588,WYA-00007,900.0
1037588,WYA-00043,28800.0
1037588,WYA-00108,148.0
1037588,XC15-00006,900.0
1037588,XEC-00002,450.0
1037588,XEC-00003,450.0
1037588,ZBO-00040,450.0
1037588,ZBO-00054,900.0
1037637,AKQ-00021,30.0
1037637,CAP-00701,60.0
1037637,CC33-00001,30.0
1037637,CMP-00004,30.0
1037637,CS23-00201,180.0
1037637,CS56-00022,30.0
1037637,CS56-00026,30.0
1037637,CWO-00090,30.0
1037637,DN4-00004,30.0
1037637,DN4-00021,60.0
1037637,DN4-00034,30.0
1037637,DPH-00014,270.0
1037637,DPH-00054,1470.0
1037637,DVH-00011,240.0
1037637,DVH-00204,210.0
1037637,DVH-00210,30.0
1037637,DVH-00223,30.0
1037637,DVH-00276,120.0
1037637,FCQ-00076,60.0
1037637,FCQ-00118,30.0
1037637,FMU-00032,120.0
1037637,FMU-00047,150.0
1037637,FSI-00078,120.0
1037637,FTV-00069,60.0
1037637,FTV-00077,30.0
1037637,FTV-00078,30.0
1037637,FWO-00137,30.0
1037637,IAD-00382,30.0
1037637,ICJ-00057,0.0
1037637,ICJ-00064,90.0
1037637,IEY-00023,90.0
1037637,IFU-00010,30.0
1037637,ILA-00174,30.0
1037637,ILT-00094,60.0
1037637,ILT-00246,120.0
1037637,IMH-00149,120.0
1037637,IMX-00360,30.0
1037637,IMX-00362,30.0
1037637,IN4-00097,120.0
1037637,IN4-00137,30.0
1037637,IN4-00164,120.0
1037637,IN4-00194,60.0
1037637,IN4-00195,60.0
1037637,INS-00137,30.0
1037637,INS-00283,30.0
1037637,IPH-00025,30.0
1037637,IPH-00053,120.0
1037637,IPH-01109,120.0
1037637,IPH-01209,60.0
1037637,ISL-00017,30.0
1037637,IT5-00031,30.0
1037637,ITI-00145,60.0
1037637,ITI-01033,60.0
1037637,ITI-01069,60.0
1037637,ITI-01090,30.0
1037637,ITI-01091,30.0
1037637,JZZ-00050,30.0
1037637,JZZ-01661,30.0
1037637,KKT-00226,90.0
1037637,KKT-00287,60.0
1037637,KMU-00101,120.0
1037637,KMU-00286,30.0
1037637,KNC-00021,120.0
1037637,KNG-00063,30.0
1037637,KVH-00029,90.0
1037637,KVH-00031,60.0
1037637,KVH-00070,210.0
1037637,KVH-00278,600.0
1037637,KVH-00386,720.0
1037637,KVH-00387,1470.0
1037637,KVH-00417,60.0
1037637,KVH-00421,30.0
1037637,KVH-00422,30.0
1037637,KVH-00423,240.0
1037637,KVH-00424,30.0
1037637,KVH-00425,0.0
1037637,KVH-00426,210.0
1037637,KVH-00429,60.0
1037637,KVH-00430,30.0
1037637,KVH-00437,60.0
1037637,KYA-00004,1681.0
1037637,LO1-00077,120.0
1037637,LO1-00088,120.0
1037637,LO1-00089,600.0
1037637,LO1-00090,1560.0
1037637,NZZ-00039,30.0
1037637,NZZ-00083,30.0
1037637,OA12-00015,120.0
1037637,OFD-00029,180.0
1037637,PZZ-02954,30.0
1037637,SA22-00019,60.0
1037637,SA22-00024,60.0
1037637,SC33-00001,90.0
1037637,TPH-00002,450.0
1037637,TPH-00120,30.0
1037637,UZZ-01070,30.0
1037637,VZZ-00014,30.0
1037637,WPH-00355,390.0
1037637,WPH-00489,210.0
1037637,WPH-01326,60.0
1037637,WVH-00028,60.0
1037637,WVH-00347,30.0
1037637,WVH-00598,60.0
1037637,WVH-00599,240.0
1037637,WVH-00600,2432.0
1037637,WVH-00602,2342.0
1037637,WVH-00642,270.0
1037637,WVH-00730,30.0
1037637,WVH-00910,360.0
1037637,WVH-00911,60.0
1037637,WVH-00913,30.0
1037637,WVH-00915,270.0
1037637,WVH-00917,60.0
1037637,WVH-00919,30.0
1037637,WVH-00927,450.0
1037637,WVH-00961,1080.0
1037637,WVH-00963,60.0
1037637,WVH-00966,30.0
1037637,WVH-00967,480.0
1037637,WVH-00973,30.0
1037637,WVH-00993,240.0
1037637,WVH-00994,30.0
1037637,WVH-00995,30.0
1037637,WVH-00996,120.0
1037637,WVH-00997,0.0
1037637,WVH-00998,2430.0
1037637,WVH-00999,60.0
1037637,WVH-01000,60.0
1037637,WVH-01001,30.0
1037637,WVT-00066,120.0
1037637,WYA-00381,60.0
1037637,XJU-00083,30.0
1037637,XKC-00002,120.0
1037637,ZBO-00016,30.0
1037637,ZBO-00046,30.0
1037638,CPO-00627,921.0
1037638,CPO-00628,280.0
1037638,CS23-00202,240.0
1037638,CVT-00002,640.0
1037638,DD2-00051,240.0
1037638,DOZ-00093,1640.0
1037638,DVH-00223,200.0
1037638,DVH-00229,960.0
1037638,DVH-00230,160.0
1037638,FMU-00047,2920.0
1037638,FMU-00072,200.0
1037638,JZZ-00050,40.0
1037638,JZZ-01661,40.0
1037638,KVH-00386,5200.0
1037638,KVH-00387,1040.0
1037638,PZZ-03599,40.0
1037638,RAP-00035,720.0
1037638,RS30-00010,720.0
1037638,UZZ-01070,40.0
1037638,WVH-00991,720.0
1037638,WVH-00992,240.0
1037638,ZLF-00010,80.0
1037638,ZLF-00162,80.0
1037640,AKQ-00021,50.0
1037640,CAH-00112,145.0
1037640,CAP-00005,1000.0
1037640,CAP-00701,100.0
1037640,CHW-00100,105.0
1037640,CMP-00004,50.0
1037640,CS23-00201,200.0
1037640,CS56-00026,50.0
1037640,CWO-00005,50.0
1037640,CWO-00090,50.0
1037640,DN4-00004,50.0
1037640,DN4-00021,100.0
1037640,DN4-00034,50.0
1037640,DPH-00014,400.0
1037640,DPH-00054,1600.0
1037640,DPH-00243,50.0
1037640,DVH-00011,250.0
1037640,DVH-00210,50.0
1037640,DVH-00223,50.0
1037640,DVH-00276,100.0
1037640,FCQ-00076,50.0
1037640,FMU-00032,100.0
1037640,FSI-00078,50.0
1037640,FTV-00069,100.0
1037640,FTV-00077,50.0
1037640,FTV-00078,50.0
1037640,FWO-00137,100.0
1037640,IAD-00382,50.0
1037640,ICJ-00057,18.0
1037640,IEY-00023,100.0
1037640,IFU-00010,32.0
1037640,ILA-00174,50.0
1037640,ILT-00094,100.0
1037640,ILT-00252,200.0
1037640,IMH-00149,50.0
1037640,IMX-00362,50.0
1037640,IN4-00097,50.0
1037640,IN4-00137,50.0
1037640,IN4-00164,300.0
1037640,INS-00283,50.0
1037640,IOZ-00082,200.0
1037640,IPH-00025,200.0
1037640,IPH-01109,200.0
1037640,ISL-00017,50.0
1037640,IT5-00031,50.0
1037640,ITI-01084,50.0
1037640,ITI-01090,50.0
1037640,ITI-01091,50.0
1037640,ITO-00021,100.0
1037640,JZZ-00050,50.0
1037640,JZZ-01661,100.0
1037640,KMU-00101,200.0
1037640,KMU-00286,50.0
1037640,KNC-00021,100.0
1037640,KNG-00063,50.0
1037640,KPA-00179,50.0
1037640,KSP-00046,250.0
1037640,KVH-00031,50.0
1037640,KVH-00070,300.0
1037640,KVH-00278,250.0
1037640,KVH-00382,400.0
1037640,KVH-00387,250.0
1037640,KVH-00391,100.0
1037640,KVH-00421,50.0
1037640,KVH-00422,50.0
1037640,KVH-00423,500.0
1037640,KVH-00424,50.0
1037640,KVH-00426,800.0
1037640,KVH-00429,100.0
1037640,KVH-00437,100.0
1037640,KYA-00004,3400.0
1037640,LO1-00077,50.0
1037640,LO1-00088,300.0
1037640,LO1-00089,450.0
1037640,LO1-00090,700.0
1037640,NZZ-00039,50.0
1037640,OA12-00015,500.0
1037640,PZZ-02956,50.0
1037640,SA22-00019,100.0
1037640,SA22-00024,150.0
1037640,TPH-00002,600.0
1037640,TPH-00004,50.0
1037640,TPH-00120,50.0
1037640,UZZ-01067,50.0
1037640,VZZ-00014,50.0
1037640,WPH-00355,250.0
1037640,WPH-00489,200.0
1037640,WPH-01326,100.0
1037640,WVH-00028,100.0
1037640,WVH-00035,800.0
1037640,WVH-00087,800.0
1037640,WVH-00582,1600.0
1037640,WVH-00584,400.0
1037640,WVH-00598,250.0
1037640,WVH-00600,2200.0
1037640,WVH-00602,1801.0
1037640,WVH-00730,50.0
1037640,WVH-00910,400.0
1037640,WVH-00911,500.0
1037640,WVH-00913,50.0
1037640,WVH-00915,450.0
1037640,WVH-00919,50.0
1037640,WVH-00927,200.0
1037640,WVH-00963,100.0
1037640,WVH-00967,800.0
1037640,WVH-00994,50.0
1037640,WVH-00996,100.0
1037640,WVH-00997,0.0
1037640,WVH-00998,850.0
1037640,WVH-00999,50.0
1037640,WVH-01002,800.0
1037640,WVH-01003,800.0
1037640,WVT-00066,100.0
1037640,WYA-00381,50.0
1037640,XJU-00083,50.0
1037640,XKC-00002,50.0
1037640,ZBO-00016,50.0
1037640,ZBO-00046,50.0
1037652,CLR-00002,28.0
1037652,CMO-00167,28.0
1037652,CMO-00320,28.0
1037652,CMO-00435,56.0
1037652,CS56-00021,56.0
1037652,CS56-00022,56.0
1037652,CWO-00077,28.0
1037652,DN4-00088,28.0
1037652,DPH-00014,56.0
1037652,DVH-00237,56.0
1037652,FBO-00042,28.0
1037652,FCQ-00103,28.0
1037652,FCQ-00104,84.0
1037652,FMU-00212,28.0
1037652,FTV-00064,28.0
1037652,FWO-00125,28.0
1037652,IA34-00006,28.0
1037652,IC6-00006,28.0
1037652,IFD-00136,56.0
1037652,IMH-00252,28.0
1037652,INR-00001,28.0
1037652,INS-00401,28.0
1037652,ITI-01035,28.0
1037652,ITI-01046,56.0
1037652,ITI-01311,28.0
1037652,JLK-00016,28.0
1037652,JZZ-01437,28.0
1037652,JZZ-01540,28.0
1037652,JZZ-01661,56.0
1037652,KKT-00125,56.0
1037652,KKT-00155,28.0
1037652,KKT-00279,28.0
1037652,KMU-00156,28.0
1037652,KMU-00253,28.0
1037652,KPH-00465,56.0
1037652,KS21-00010,112.0
1037652,KS21-00019,28.0
1037652,KS21-00028,84.0
1037652,KTV-00044,28.0
1037652,KTV-00079,28.0
1037652,KTV-00144,112.0
1037652,KVH-00201,84.0
1037652,KVH-00277,84.0
1037652,KVH-00278,168.0
1037652,KVH-00387,28.0
1037652,KVH-00410,28.0
1037652,KVH-00457,112.0
1037652,KVH-00468,56.0
1037652,KYA-00004,140.0
1037652,KYA-00010,28.0
1037652,KYA-00019,28.0
1037652,LLI-00015,28.0
1037652,LWU-00007,224.0
1037652,NZZ-00045,28.0
1037652,NZZ-00057,28.0
1037652,NZZ-00063,280.0
1037652,NZZ-00077,28.0
1037652,PZZ-03518,28.0
1037652,RPA-00007,56.0
1037652,SM16-00001,28.0
1037652,SZZ-00063,28.0
1037652,TD2-00039,28.0
1037652,TN4-00063,168.0
1037652,TOZ-00086,28.0
1037652,TPH-00002,56.0
1037652,ULS-00002,28.0
1037652,ULS-00003,28.0
1037652,WPH-00355,0.0
1037652,WPH-00356,56.0
1037652,WPH-01257,28.0
1037652,WVH-00440,28.0
1037652,WVH-00598,168.0
1037652,WVH-00600,280.0
1037652,WVH-00602,168.0
1037652,WVH-00639,56.0
1037652,WVH-00910,28.0
1037652,WVH-00915,28.0
1037652,WVH-00927,28.0
1037652,XEP-00018,28.0
1037652,XGD-00013,28.0
1037656,CLR-00002,76.0
1037656,CMO-00167,76.0
1037656,CMO-00320,76.0
1037656,CMO-00435,152.0
1037656,CS56-00021,152.0
1037656,CS56-00022,152.0
1037656,CWO-00077,76.0
1037656,DN4-00088,76.0
1037656,DPH-00014,152.0
1037656,DVH-00237,152.0
1037656,FBO-00042,76.0
1037656,FCQ-00103,76.0
1037656,FCQ-00104,228.0
1037656,FMU-00212,76.0
1037656,FTV-00063,76.0
1037656,FWO-00125,76.0
1037656,IA34-00006,76.0
1037656,IFD-00136,152.0
1037656,IMH-00252,76.0
1037656,INR-00001,76.0
1037656,INS-00401,76.0
1037656,ITI-01035,76.0
1037656,ITI-01046,152.0
1037656,ITI-01311,76.0
1037656,JLK-00016,76.0
1037656,JZZ-01437,76.0
1037656,JZZ-01540,76.0
1037656,JZZ-01661,152.0
1037656,KKT-00125,152.0
1037656,KKT-00155,76.0
1037656,KKT-00279,76.0
1037656,KMU-00156,76.0
1037656,KMU-00253,76.0
1037656,KPH-00465,152.0
1037656,KS21-00010,304.0
1037656,KS21-00019,76.0
1037656,KS21-00028,228.0
1037656,KTV-00044,76.0
1037656,KTV-00079,76.0
1037656,KTV-00144,304.0
1037656,KVH-00201,228.0
1037656,KVH-00277,228.0
1037656,KVH-00278,456.0
1037656,KVH-00387,76.0
1037656,KVH-00410,76.0
1037656,KVH-00457,304.0
1037656,KVH-00468,152.0
1037656,KYA-00004,380.0
1037656,KYA-00010,76.0
1037656,KYA-00019,76.0
1037656,LLI-00015,76.0
1037656,LWU-00007,608.0
1037656,NZZ-00045,76.0
1037656,NZZ-00057,76.0
1037656,NZZ-00063,760.0
1037656,NZZ-00077,76.0
1037656,PZZ-03518,76.0
1037656,RPA-00007,152.0
1037656,SM16-00001,76.0
1037656,SZZ-00063,76.0
1037656,TD2-00039,76.0
1037656,TN4-00063,456.0
1037656,TOZ-00086,76.0
1037656,TPH-00002,152.0
1037656,ULS-00002,76.0
1037656,ULS-00003,76.0
1037656,UZZ-01757,76.0
1037656,WPH-00355,0.0
1037656,WPH-00356,152.0
1037656,WPH-01257,76.0
1037656,WVH-00440,76.0
1037656,WVH-00598,456.0
1037656,WVH-00600,760.0
1037656,WVH-00602,456.0
1037656,WVH-00639,152.0
1037656,WVH-00910,76.0
1037656,WVH-00915,76.0
1037656,WVH-00927,76.0
1037656,XEP-00018,76.0
1037656,XGD-00013,76.0
1037732,CHC-00047,492.0
1037732,CHC-00063,492.0
1037732,CHC-00083,492.0
1037732,CHW-00065,492.0
1037732,CIN-00104,492.0
1037732,CJS-00054,492.0
1037732,CKJ-00009,492.0
1037732,CMM-00005,492.0
1037732,DD2-00017,1476.0
1037732,DN4-00042,3444.0
1037732,DNP-00002,984.0
1037732,DNP-00019,2952.0
1037732,DNP-00036,0.0
1037732,DOZ-00065,2460.0
1037732,DOZ-00074,984.0
1037732,DPH-00253,492.0
1037732,DSG-00070,1476.0
1037732,FBO-00076,492.0
1037732,FBO-00077,492.0
1037732,FBO-00078,1476.0
1037732,FMU-00279,1476.0
1037732,FT11-00027,984.0
1037732,HULP-00782,492.0
1037732,IAD-00357,492.0
1037732,IAD-00460,984.0
1037732,IAD-00461,984.0
1037732,IAD-00462,492.0
1037732,IAD-00463,492.0
1037732,ID2-00006,492.0
1037732,IEF-00004,492.0
1037732,IFD-00115,492.0
1037732,IFD-00119,492.0
1037732,ILT-00251,492.0
1037732,ILT-00256,984.0
1037732,IMH-00181,492.0
1037732,IMX-00377,984.0
1037732,IN4-00193,492.0
1037732,INS-00385,492.0
1037732,IOZ-00234,0.0
1037732,ISG-00796,1968.0
1037732,ITI-00926,492.0
1037732,ITI-00928,492.0
1037732,ITI-01058,984.0
1037732,ITI-01246,492.0
1037732,ITI-01299,492.0
1037732,ITI-01318,492.0
1037732,IVH-00024,984.0
1037732,JLK-00017,492.0
1037732,JZZ-01661,90.0
1037732,KAX-00275,3444.0
1037732,KAX-00445,4428.0
1037732,KKT-00106,4428.0
1037732,KMU-00282,984.0
1037732,KMU-00335,984.0
1037732,KP7-00021,1968.0
1037732,KP7-00085,492.0
1037732,KPH-00165,2460.0
1037732,KPH-00466,492.0
1037732,KS21-00006,3936.0
1037732,KSM-00009,492.0
1037732,KSM-00016,984.0
1037732,KSM-00023,984.0
1037732,KT11-00030,492.0
1037732,KVH-00381,1968.0
1037732,KYA-00004,492.0
1037732,KYA-00041,31490.0
1037732,KYA-00084,4428.0
1037732,LCI-00011,1476.0
1037732,LKI-00130,492.0
1037732,PZZ-03576,492.0
1037732,SCK-00048,492.0
1037732,TD2-00020,1968.0
1037732,TD2-00026,1476.0
1037732,TIV-00070,492.0
1037732,TN4-00006,984.0
1037732,TN4-00031,984.0
1037732,TRX-00006,2952.0
1037732,TVH-00081,0.0
1037732,TVH-00097,492.0
1037732,UZZ-01065,492.0
1037732,VMU-00013,984.0
1037732,WAP-00013,1968.0
1037732,WAP-00112,492.0
1037732,WBO-00382,984.0
1037732,WPA-00142,984.0
1037732,WPA-00159,1968.0
1037732,WPA-00255,1968.0
1037732,WPH-01304,492.0
1037732,WPH-01484,1476.0
1037732,WRX-00032,492.0
1037732,WS66-00032,1476.0
1037732,WS66-00699,984.0
1037732,WS66-00700,984.0
1037732,WVH-00430,492.0
1037732,WVH-00440,0.0
1037732,WVH-00649,492.0
1037732,WVH-00653,1476.0
1037732,WVH-00657,984.0
1037732,WVH-00702,3936.0
1037732,WVH-01303,492.0
1037732,WVH-01304,984.0
1037732,WWG-00043,3444.0
1037732,WYA-00120,984.0
1037732,WYA-00123,492.0
1037732,WYA-00129,5412.0
1037732,WYA-00131,984.0
1037732,WYA-00138,3444.0
1037732,WYA-00139,20664.0
1037732,WYA-00140,2460.0
1037732,WYA-00141,5412.0
1037732,WYA-00144,1476.0
1037732,WYA-00147,5904.0
1037732,WYA-00148,10332.0
1037732,WYA-00363,3936.0
1037732,WYA-00377,4920.0
1037732,WYA-00442,2952.0
1037732,WYA-00443,984.0
1037732,WYA-00615,492.0
1037732,WYA-00638,492.0
1037732,WYA-00639,492.0
1037732,WYA-00640,492.0
1037732,WYA-00715,2460.0
1037732,XK7-00003,492.0
1037737,CHC-00063,600.0
1037737,ILT-00258,600.0
1037737,IMH-00181,600.0
1037737,IN4-00197,600.0
1037737,INV-00002,600.0
1037737,INW-00002,600.0
1037737,ITI-01101,600.0
1037737,IZZ-00185,600.0
1037737,JZZ-01661,120.0
1037737,KKT-00086,1800.0
1037737,KKT-00132,1800.0
1037737,KMU-00302,600.0
1037737,KYA-00004,4200.0
1037737,KYA-00019,600.0
1037737,PZZ-03596,600.0
1037737,TPH-00002,1200.0
1037737,WVH-00427,1200.0
1037737,WVH-00438,3000.0
1037737,WVH-00573,1200.0
1037737,WVH-01005,600.0
1037737,WYA-00384,1200.0
1037737,WYA-00385,600.0
1037737,XEP-00071,0.0
1037737,XIQ-00041,600.0
1037741,CAP-00521,40.0
1037741,CPO-00047,360.0
1037741,DN4-00076,360.0
1037741,DOZ-00050,40.0
1037741,DOZ-00110,80.0
1037741,DPH-00078,800.0
1037741,DPH-00137,120.0
1037741,DPH-00172,80.0
1037741,DPH-00243,480.0
1037741,DSG-00081,440.0
1037741,DVH-00105,40.0
1037741,DVH-00142,360.0
1037741,FF2-00012,360.0
1037741,FF2-00017,360.0
1037741,FF2-00018,360.0
1037741,FMU-00199,360.0
1037741,FPJ-00014,120.0
1037741,FWO-00086,40.0
1037741,HULP-00802,1200.0
1037741,IA29-00006,40.0
1037741,IFD-00072,280.0
1037741,ILT-00094,40.0
1037741,IN4-00126,40.0
1037741,IN4-00127,40.0
1037741,IN4-00128,40.0
1037741,IN4-00129,40.0
1037741,INS-00242,40.0
1037741,INS-00379,40.0
1037741,IOZ-00051,40.0
1037741,ISG-00534,40.0
1037741,ITI-00929,200.0
1037741,ITI-00930,120.0
1037741,JLK-00016,40.0
1037741,JZZ-01661,80.0
1037741,KAX-00285,360.0
1037741,KAX-00335,160.0
1037741,KAX-00405,40.0
1037741,KMU-00080,720.0
1037741,KMU-00120,80.0
1037741,KMU-00126,360.0
1037741,KMU-00136,40.0
1037741,KP7-00016,360.0
1037741,KPA-00222,40.0
1037741,KPH-00464,360.0
